Tue Sep 14 2021 06:39:27 GMT+0300 (Moscow Standard Time) Ceiling: $0.46864009866409073
Tue Sep 14 2021 06:50:45 GMT+0300 (Moscow Standard Time) New Price: $0.4195
Tue Sep 14 2021 06:50:45 GMT+0300 (Moscow Standard Time) New Price: $0.419
Tue Sep 14 2021 06:50:46 GMT+0300 (Moscow Standard Time) New Price: $0.4194
Tue Sep 14 2021 06:50:46 GMT+0300 (Moscow Standard Time) New Price: $0.4196
Tue Sep 14 2021 06:50:47 GMT+0300 (Moscow Standard Time) New Price: $0.419
Tue Sep 14 2021 06:50:47 GMT+0300 (Moscow Standard Time) New Price: $0.4188
Tue Sep 14 2021 06:50:47 GMT+0300 (Moscow Standard Time) New Price: $0.4193
Tue Sep 14 2021 06:50:50 GMT+0300 (Moscow Standard Time) New Price: $0.4195
Tue Sep 14 2021 06:50:50 GMT+0300 (Moscow Standard Time) New Price: $0.419
Tue Sep 14 2021 06:50:50 GMT+0300 (Moscow Standard Time) New Price: $0.4194
Tue Sep 14 2021 06:50:51 GMT+0300 (Moscow Standard Time) New Price: $0.4188
Tue Sep 14 2021 06:50:51 GMT+0300 (Moscow Standard Time) New Price: $0.4187
Tue Sep 14 2021 06:50:53 GMT+0300 (Moscow Standard Time) New Price: $0.4175
Tue Sep 14 2021 06:50:53 GMT+0300 (Moscow Standard Time) New Price: $0.4188
Tue Sep 14 2021 06:50:53 GMT+0300 (Moscow Standard Time) New Price: $0.4175
Tue Sep 14 2021 06:51:04 GMT+0300 (Moscow Standard Time) New Price: $0.4164
Tue Sep 14 2021 06:51:04 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:51:04 GMT+0300 (Moscow Standard Time) New Price: $0.4173
Tue Sep 14 2021 06:51:09 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:51:10 GMT+0300 (Moscow Standard Time) New Price: $0.4164
Tue Sep 14 2021 06:51:10 GMT+0300 (Moscow Standard Time) New Price: $0.4168
Tue Sep 14 2021 06:51:10 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:51:11 GMT+0300 (Moscow Standard Time) New Price: $0.4167
Tue Sep 14 2021 06:51:12 GMT+0300 (Moscow Standard Time) New Price: $0.4169
Tue Sep 14 2021 06:51:19 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:51:30 GMT+0300 (Moscow Standard Time) New Price: $0.4167
Tue Sep 14 2021 06:51:37 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:51:40 GMT+0300 (Moscow Standard Time) New Price: $0.4167
Tue Sep 14 2021 06:51:41 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:51:44 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:51:45 GMT+0300 (Moscow Standard Time) New Price: $0.4164
Tue Sep 14 2021 06:51:46 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:51:46 GMT+0300 (Moscow Standard Time) New Price: $0.4167
Tue Sep 14 2021 06:51:46 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:51:46 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:51:48 GMT+0300 (Moscow Standard Time) New Price: $0.4164
Tue Sep 14 2021 06:51:49 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:51:51 GMT+0300 (Moscow Standard Time) New Price: $0.4164
Tue Sep 14 2021 06:51:51 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:51:53 GMT+0300 (Moscow Standard Time) New Price: $0.4162
Tue Sep 14 2021 06:51:54 GMT+0300 (Moscow Standard Time) New Price: $0.4158
Tue Sep 14 2021 06:51:54 GMT+0300 (Moscow Standard Time) New Price: $0.4153
Tue Sep 14 2021 06:51:56 GMT+0300 (Moscow Standard Time) New Price: $0.415
Tue Sep 14 2021 06:51:57 GMT+0300 (Moscow Standard Time) New Price: $0.4149
Tue Sep 14 2021 06:51:58 GMT+0300 (Moscow Standard Time) New Price: $0.4146
Tue Sep 14 2021 06:52:12 GMT+0300 (Moscow Standard Time) New Price: $0.4144
Tue Sep 14 2021 06:52:30 GMT+0300 (Moscow Standard Time) New Price: $0.4143
Tue Sep 14 2021 06:52:31 GMT+0300 (Moscow Standard Time) New Price: $0.4141
Tue Sep 14 2021 06:52:33 GMT+0300 (Moscow Standard Time) New Price: $0.4149
Tue Sep 14 2021 06:52:36 GMT+0300 (Moscow Standard Time) New Price: $0.415
Tue Sep 14 2021 06:52:42 GMT+0300 (Moscow Standard Time) New Price: $0.4152
Tue Sep 14 2021 06:52:42 GMT+0300 (Moscow Standard Time) New Price: $0.415
Tue Sep 14 2021 06:52:42 GMT+0300 (Moscow Standard Time) New Price: $0.4155
Tue Sep 14 2021 06:52:49 GMT+0300 (Moscow Standard Time) New Price: $0.4153
Tue Sep 14 2021 06:53:01 GMT+0300 (Moscow Standard Time) New Price: $0.4154
Tue Sep 14 2021 06:53:03 GMT+0300 (Moscow Standard Time) New Price: $0.4157
Tue Sep 14 2021 06:53:08 GMT+0300 (Moscow Standard Time) New Price: $0.4141
Tue Sep 14 2021 06:53:08 GMT+0300 (Moscow Standard Time) New Price: $0.4142
Tue Sep 14 2021 06:53:14 GMT+0300 (Moscow Standard Time) New Price: $0.4141
Tue Sep 14 2021 06:53:15 GMT+0300 (Moscow Standard Time) New Price: $0.414
Tue Sep 14 2021 06:53:15 GMT+0300 (Moscow Standard Time) New Price: $0.4139
Tue Sep 14 2021 06:53:16 GMT+0300 (Moscow Standard Time) New Price: $0.4138
Tue Sep 14 2021 06:53:16 GMT+0300 (Moscow Standard Time) New Price: $0.4139
Tue Sep 14 2021 06:53:16 GMT+0300 (Moscow Standard Time) New Price: $0.4138
Tue Sep 14 2021 06:53:16 GMT+0300 (Moscow Standard Time) New Price: $0.414
Tue Sep 14 2021 06:53:16 GMT+0300 (Moscow Standard Time) New Price: $0.4138
Tue Sep 14 2021 06:53:17 GMT+0300 (Moscow Standard Time) New Price: $0.4139
Tue Sep 14 2021 06:53:18 GMT+0300 (Moscow Standard Time) New Price: $0.4138
Tue Sep 14 2021 06:53:19 GMT+0300 (Moscow Standard Time) New Price: $0.4137
Tue Sep 14 2021 06:53:19 GMT+0300 (Moscow Standard Time) New Price: $0.4138
Tue Sep 14 2021 06:53:19 GMT+0300 (Moscow Standard Time) New Price: $0.4137
Tue Sep 14 2021 06:53:19 GMT+0300 (Moscow Standard Time) New Price: $0.4136
Tue Sep 14 2021 06:53:19 GMT+0300 (Moscow Standard Time) New Price: $0.4128
Tue Sep 14 2021 06:53:20 GMT+0300 (Moscow Standard Time) New Price: $0.4127
Tue Sep 14 2021 06:53:26 GMT+0300 (Moscow Standard Time) New Price: $0.4123
Tue Sep 14 2021 06:53:26 GMT+0300 (Moscow Standard Time) New Price: $0.4122
Tue Sep 14 2021 06:53:31 GMT+0300 (Moscow Standard Time) New Price: $0.4121
Tue Sep 14 2021 06:53:32 GMT+0300 (Moscow Standard Time) New Price: $0.412
Tue Sep 14 2021 06:53:32 GMT+0300 (Moscow Standard Time) New Price: $0.4114
Tue Sep 14 2021 06:53:41 GMT+0300 (Moscow Standard Time) New Price: $0.4119
Tue Sep 14 2021 06:53:48 GMT+0300 (Moscow Standard Time) New Price: $0.412
Tue Sep 14 2021 06:53:49 GMT+0300 (Moscow Standard Time) New Price: $0.4119
Tue Sep 14 2021 06:53:50 GMT+0300 (Moscow Standard Time) New Price: $0.4114
Tue Sep 14 2021 06:54:01 GMT+0300 (Moscow Standard Time) New Price: $0.4115
Tue Sep 14 2021 06:54:02 GMT+0300 (Moscow Standard Time) New Price: $0.4119
Tue Sep 14 2021 06:54:20 GMT+0300 (Moscow Standard Time) New Price: $0.4123
Tue Sep 14 2021 06:54:24 GMT+0300 (Moscow Standard Time) New Price: $0.4122
Tue Sep 14 2021 06:54:24 GMT+0300 (Moscow Standard Time) New Price: $0.4124
Tue Sep 14 2021 06:54:26 GMT+0300 (Moscow Standard Time) New Price: $0.4115
Tue Sep 14 2021 06:54:41 GMT+0300 (Moscow Standard Time) New Price: $0.4117
Tue Sep 14 2021 06:54:42 GMT+0300 (Moscow Standard Time) New Price: $0.4115
Tue Sep 14 2021 06:54:42 GMT+0300 (Moscow Standard Time) New Price: $0.4116
Tue Sep 14 2021 06:54:49 GMT+0300 (Moscow Standard Time) New Price: $0.4114
Tue Sep 14 2021 06:55:07 GMT+0300 (Moscow Standard Time) New Price: $0.4111
Tue Sep 14 2021 06:55:08 GMT+0300 (Moscow Standard Time) New Price: $0.4112
Tue Sep 14 2021 06:55:09 GMT+0300 (Moscow Standard Time) New Price: $0.4114
Tue Sep 14 2021 06:55:10 GMT+0300 (Moscow Standard Time) New Price: $0.4112
Tue Sep 14 2021 06:55:11 GMT+0300 (Moscow Standard Time) New Price: $0.4117
Tue Sep 14 2021 06:55:11 GMT+0300 (Moscow Standard Time) New Price: $0.4123
Tue Sep 14 2021 06:55:21 GMT+0300 (Moscow Standard Time) New Price: $0.4124
Tue Sep 14 2021 06:55:22 GMT+0300 (Moscow Standard Time) New Price: $0.4122
Tue Sep 14 2021 06:55:23 GMT+0300 (Moscow Standard Time) New Price: $0.4126
Tue Sep 14 2021 06:55:23 GMT+0300 (Moscow Standard Time) New Price: $0.4116
Tue Sep 14 2021 06:55:23 GMT+0300 (Moscow Standard Time) New Price: $0.4128
Tue Sep 14 2021 06:55:31 GMT+0300 (Moscow Standard Time) New Price: $0.413
Tue Sep 14 2021 06:55:32 GMT+0300 (Moscow Standard Time) New Price: $0.4122
Tue Sep 14 2021 06:55:32 GMT+0300 (Moscow Standard Time) New Price: $0.4133
Tue Sep 14 2021 06:55:39 GMT+0300 (Moscow Standard Time) New Price: $0.4131
Tue Sep 14 2021 06:55:41 GMT+0300 (Moscow Standard Time) New Price: $0.4135
Tue Sep 14 2021 06:55:42 GMT+0300 (Moscow Standard Time) New Price: $0.4139
Tue Sep 14 2021 06:55:42 GMT+0300 (Moscow Standard Time) New Price: $0.4143
Tue Sep 14 2021 06:55:42 GMT+0300 (Moscow Standard Time) New Price: $0.4149
Tue Sep 14 2021 06:55:50 GMT+0300 (Moscow Standard Time) New Price: $0.4141
Tue Sep 14 2021 06:55:50 GMT+0300 (Moscow Standard Time) New Price: $0.4146
Tue Sep 14 2021 06:55:50 GMT+0300 (Moscow Standard Time) New Price: $0.4143
Tue Sep 14 2021 06:55:50 GMT+0300 (Moscow Standard Time) New Price: $0.4146
Tue Sep 14 2021 06:55:51 GMT+0300 (Moscow Standard Time) New Price: $0.4143
Tue Sep 14 2021 06:55:51 GMT+0300 (Moscow Standard Time) New Price: $0.414
Tue Sep 14 2021 06:55:51 GMT+0300 (Moscow Standard Time) New Price: $0.4141
Tue Sep 14 2021 06:55:51 GMT+0300 (Moscow Standard Time) New Price: $0.415
Tue Sep 14 2021 06:56:00 GMT+0300 (Moscow Standard Time) New Price: $0.4149
Tue Sep 14 2021 06:56:00 GMT+0300 (Moscow Standard Time) New Price: $0.4153
Tue Sep 14 2021 06:56:00 GMT+0300 (Moscow Standard Time) New Price: $0.4149
Tue Sep 14 2021 06:56:02 GMT+0300 (Moscow Standard Time) New Price: $0.415
Tue Sep 14 2021 06:56:09 GMT+0300 (Moscow Standard Time) New Price: $0.4155
Tue Sep 14 2021 06:56:12 GMT+0300 (Moscow Standard Time) New Price: $0.4152
Tue Sep 14 2021 06:56:13 GMT+0300 (Moscow Standard Time) New Price: $0.4153
Tue Sep 14 2021 06:56:13 GMT+0300 (Moscow Standard Time) New Price: $0.4152
Tue Sep 14 2021 06:56:19 GMT+0300 (Moscow Standard Time) New Price: $0.416
Tue Sep 14 2021 06:56:20 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:56:21 GMT+0300 (Moscow Standard Time) New Price: $0.416
Tue Sep 14 2021 06:56:21 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:56:28 GMT+0300 (Moscow Standard Time) New Price: $0.4164
Tue Sep 14 2021 06:56:30 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:56:39 GMT+0300 (Moscow Standard Time) New Price: $0.4168
Tue Sep 14 2021 06:56:40 GMT+0300 (Moscow Standard Time) New Price: $0.4164
Tue Sep 14 2021 06:56:40 GMT+0300 (Moscow Standard Time) New Price: $0.4162
Tue Sep 14 2021 06:56:41 GMT+0300 (Moscow Standard Time) New Price: $0.4161
Tue Sep 14 2021 06:56:41 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:56:45 GMT+0300 (Moscow Standard Time) New Price: $0.4154
Tue Sep 14 2021 06:56:48 GMT+0300 (Moscow Standard Time) New Price: $0.4155
Tue Sep 14 2021 06:56:48 GMT+0300 (Moscow Standard Time) New Price: $0.4154
Tue Sep 14 2021 06:56:49 GMT+0300 (Moscow Standard Time) New Price: $0.4153
Tue Sep 14 2021 06:56:49 GMT+0300 (Moscow Standard Time) New Price: $0.4156
Tue Sep 14 2021 06:56:49 GMT+0300 (Moscow Standard Time) New Price: $0.4153
Tue Sep 14 2021 06:57:00 GMT+0300 (Moscow Standard Time) New Price: $0.4156
Tue Sep 14 2021 06:57:03 GMT+0300 (Moscow Standard Time) New Price: $0.4159
Tue Sep 14 2021 06:57:03 GMT+0300 (Moscow Standard Time) New Price: $0.4155
Tue Sep 14 2021 06:57:04 GMT+0300 (Moscow Standard Time) New Price: $0.4161
Tue Sep 14 2021 06:57:10 GMT+0300 (Moscow Standard Time) New Price: $0.416
Tue Sep 14 2021 06:57:10 GMT+0300 (Moscow Standard Time) New Price: $0.4161
Tue Sep 14 2021 06:57:10 GMT+0300 (Moscow Standard Time) New Price: $0.416
Tue Sep 14 2021 06:57:10 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:57:10 GMT+0300 (Moscow Standard Time) New Price: $0.416
Tue Sep 14 2021 06:57:11 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:57:11 GMT+0300 (Moscow Standard Time) New Price: $0.4163
Tue Sep 14 2021 06:57:11 GMT+0300 (Moscow Standard Time) New Price: $0.4168
Tue Sep 14 2021 06:57:19 GMT+0300 (Moscow Standard Time) New Price: $0.4164
Tue Sep 14 2021 06:57:20 GMT+0300 (Moscow Standard Time) New Price: $0.4168
Tue Sep 14 2021 06:57:30 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:57:30 GMT+0300 (Moscow Standard Time) New Price: $0.4167
Tue Sep 14 2021 06:57:32 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:57:32 GMT+0300 (Moscow Standard Time) New Price: $0.4175
Tue Sep 14 2021 06:57:33 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:57:33 GMT+0300 (Moscow Standard Time) New Price: $0.4179
Tue Sep 14 2021 06:57:33 GMT+0300 (Moscow Standard Time) New Price: $0.4169
Tue Sep 14 2021 06:57:33 GMT+0300 (Moscow Standard Time) New Price: $0.4175
Tue Sep 14 2021 06:57:39 GMT+0300 (Moscow Standard Time) New Price: $0.4172
Tue Sep 14 2021 06:57:42 GMT+0300 (Moscow Standard Time) New Price: $0.4167
Tue Sep 14 2021 06:57:42 GMT+0300 (Moscow Standard Time) New Price: $0.417
Tue Sep 14 2021 06:57:47 GMT+0300 (Moscow Standard Time) New Price: $0.4171
Tue Sep 14 2021 06:57:49 GMT+0300 (Moscow Standard Time) New Price: $0.417
Tue Sep 14 2021 06:57:49 GMT+0300 (Moscow Standard Time) New Price: $0.416
Tue Sep 14 2021 06:57:50 GMT+0300 (Moscow Standard Time) New Price: $0.4157
Tue Sep 14 2021 06:57:50 GMT+0300 (Moscow Standard Time) New Price: $0.4154
Tue Sep 14 2021 06:57:50 GMT+0300 (Moscow Standard Time) New Price: $0.4156
Tue Sep 14 2021 06:57:59 GMT+0300 (Moscow Standard Time) New Price: $0.4153
Tue Sep 14 2021 06:58:23 GMT+0300 (Moscow Standard Time) New Price: $0.4156
Tue Sep 14 2021 06:58:32 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:58:40 GMT+0300 (Moscow Standard Time) New Price: $0.416
Tue Sep 14 2021 06:58:40 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:58:40 GMT+0300 (Moscow Standard Time) New Price: $0.4162
Tue Sep 14 2021 06:58:40 GMT+0300 (Moscow Standard Time) New Price: $0.4169
Tue Sep 14 2021 06:58:40 GMT+0300 (Moscow Standard Time) New Price: $0.4166
Tue Sep 14 2021 06:58:41 GMT+0300 (Moscow Standard Time) New Price: $0.4172
Tue Sep 14 2021 06:58:49 GMT+0300 (Moscow Standard Time) New Price: $0.4162
Tue Sep 14 2021 06:58:50 GMT+0300 (Moscow Standard Time) New Price: $0.4159
Tue Sep 14 2021 06:58:52 GMT+0300 (Moscow Standard Time) New Price: $0.4162
Tue Sep 14 2021 06:58:58 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:59:00 GMT+0300 (Moscow Standard Time) New Price: $0.4168
Tue Sep 14 2021 06:59:00 GMT+0300 (Moscow Standard Time) New Price: $0.4165
Tue Sep 14 2021 06:59:02 GMT+0300 (Moscow Standard Time) New Price: $0.4176
Tue Sep 14 2021 06:59:03 GMT+0300 (Moscow Standard Time) New Price: $0.4171
Tue Sep 14 2021 06:59:03 GMT+0300 (Moscow Standard Time) New Price: $0.4179
Tue Sep 14 2021 06:59:09 GMT+0300 (Moscow Standard Time) New Price: $0.419
Tue Sep 14 2021 06:59:11 GMT+0300 (Moscow Standard Time) New Price: $0.4182
Tue Sep 14 2021 06:59:11 GMT+0300 (Moscow Standard Time) New Price: $0.4189
Tue Sep 14 2021 06:59:12 GMT+0300 (Moscow Standard Time) New Price: $0.4182
Tue Sep 14 2021 06:59:12 GMT+0300 (Moscow Standard Time) New Price: $0.4191
Tue Sep 14 2021 06:59:19 GMT+0300 (Moscow Standard Time) New Price: $0.4192
Tue Sep 14 2021 06:59:19 GMT+0300 (Moscow Standard Time) New Price: $0.42
Tue Sep 14 2021 06:59:20 GMT+0300 (Moscow Standard Time) New Price: $0.4194
Tue Sep 14 2021 06:59:20 GMT+0300 (Moscow Standard Time) New Price: $0.4192
Tue Sep 14 2021 06:59:20 GMT+0300 (Moscow Standard Time) New Price: $0.4196
Tue Sep 14 2021 06:59:28 GMT+0300 (Moscow Standard Time) New Price: $0.42
Tue Sep 14 2021 06:59:31 GMT+0300 (Moscow Standard Time) New Price: $0.4198
Tue Sep 14 2021 06:59:32 GMT+0300 (Moscow Standard Time) New Price: $0.4196
Tue Sep 14 2021 06:59:32 GMT+0300 (Moscow Standard Time) New Price: $0.4199
Tue Sep 14 2021 06:59:33 GMT+0300 (Moscow Standard Time) New Price: $0.4201
Tue Sep 14 2021 06:59:36 GMT+0300 (Moscow Standard Time) New Price: $0.4206
Tue Sep 14 2021 06:59:36 GMT+0300 (Moscow Standard Time) New Price: $0.4212
Tue Sep 14 2021 06:59:36 GMT+0300 (Moscow Standard Time) New Price: $0.421
Tue Sep 14 2021 06:59:36 GMT+0300 (Moscow Standard Time) New Price: $0.4206
Tue Sep 14 2021 06:59:39 GMT+0300 (Moscow Standard Time) New Price: $0.422
Tue Sep 14 2021 06:59:40 GMT+0300 (Moscow Standard Time) New Price: $0.4212
Tue Sep 14 2021 06:59:40 GMT+0300 (Moscow Standard Time) New Price: $0.422
Tue Sep 14 2021 06:59:40 GMT+0300 (Moscow Standard Time) New Price: $0.4212
Tue Sep 14 2021 06:59:40 GMT+0300 (Moscow Standard Time) New Price: $0.4217
Tue Sep 14 2021 06:59:41 GMT+0300 (Moscow Standard Time) New Price: $0.4212
Tue Sep 14 2021 06:59:41 GMT+0300 (Moscow Standard Time) New Price: $0.422
Tue Sep 14 2021 06:59:42 GMT+0300 (Moscow Standard Time) New Price: $0.4225
Tue Sep 14 2021 06:59:42 GMT+0300 (Moscow Standard Time) New Price: $0.4214
Tue Sep 14 2021 06:59:42 GMT+0300 (Moscow Standard Time) New Price: $0.4227
